id,lang,kniha,kapitola,hlava,suradnice_pismo,nazov_biblia_1,biblia_1,biblia_1_audio,nazov_biblia_2,biblia_2,biblia_2_audio,nazov_biblia_3,biblia_3,biblia_3_audio,lectio_text,lectio_audio,meditatio_text,meditatio_audio,oratio_text,oratio_audio,contemplatio_text,contemplatio_audio,actio_text,actio_audio,modlitba_zaver,audio_5_min,created_at,updated_at,rok,id_cislo,reference,locale_id,checked
22,sk,Mt,3,2. adventná nedeľa,"Mt3,1-12",,,,,,,,,,,,,,,,,,,,,,2025-06-28T17:47:37.243627+00:00,2025-06-28T17:47:37.243627+00:00,A,11,,1,0
23,sk,Mt,1,2. adventná nedeľa,"Mt1,1-8",,,,,,,,,,,,,,,,,,,,,,2025-06-28T17:48:18.717071+00:00,2025-06-28T17:48:18.717071+00:00,B,12,,1,0
24,sk,Mt,3,2. adventná nedeľa,"Mt3,1-6",,,,,,,,,,,,,,,,,,,,,,2025-06-28T17:49:08.238147+00:00,2025-06-28T17:49:08.238147+00:00,C,13,,1,0
25,sk,Lk,5,Pondelok po 2. adventnej nedeli,"Lk5,17-26",,"Keď v istý deň učil, sedeli pri ňom farizeji a zákonníci, čo poprichádzali zo všetkých galilejských a judejských dedín i z Jeruzalema; a mal od Pána moc uzdravovať. Tu muži priniesli na nosidlách človeka, ktorý bol ochrnutý, a pokúšali sa dostať ho dovnútra a položiť pred neho. Ale keď pre zástup nenašli priechod, kadiaľ by ho vniesli, vyšli na strechu a cez povalu ho na lôžku spustili priamo pred Ježiša. Keď videl ich vieru, povedal: ""Človeče, odpúšťajú sa ti hriechy."" Tu zákonníci a farizeji začali uvažovať: ""Ktože je to, že sa takto rúha?! Kto môže okrem Boha odpúšťať hriechy?"" Keďže Ježiš poznal ich myšlienky, povedal im: ""O čom to premýšľate vo svojich srdciach? Čo je ľahšie - povedať: “Odpúšťajú sa ti hriechy,” alebo povedať: “Vstaň a choď”? Ale aby ste vedeli, že Syn človeka má na zemi moc odpúšťať hriechy"" - povedal ochrnutému: ""Hovorím ti: Vstaň, vezmi si lôžko a choď domov!"" A on hneď pred ich očami vstal, vzal si lôžko a velebiac Boha odišiel domov. Všetkých sa zmocnil úžas a velebili Boha, a plní bázne hovorili: ""Dnes sme videli obdivuhodné veci.""",,Jeruzalemská biblia,"Keď v istý deň učil, sedeli pri ňom farizeji a učitelia Zákona, čo poprichádzali zo všetkých galilejských a judských dedín i z Jeruzalema: a mal Pánovu moc, aby uzdravoval. Tu chlapi niesli na nosidlách človeka, ktorý bol ochrnutý, a pokúšali sa dostať ho dovnútra a položiť ho pred neho. Ale keď pre zástup nenašli priechod, kadiaľ by ho vniesli, vyšli na plochú strechu, vybrali tehly a na lôžku ho spustili priamo pred Ježiša. Keď videl ich vieru, povedal: ""Človeče, odpúšťajú sa ti hriechy."" Znalci Zákona a farizeji začali rozmýšľať: ""Kto je to, že sa takto rúha? Kto môže odpúšťať hriechy okrem samého Boha?"" Ale Ježiš poznal ich rozmýšľanie a povedal im: ""Prečo tieto myšlienky vo vašich srdciach? Čo je ľahšie povedať: ‚Odpúšťajú sa ti hriechy.‘ alebo: ‚Vstaň a choď‘? Ale aby ste vedeli, že Syn človeka má moc na zemi odpúšťať hriechy,"" povedal porazenému: ""Hovorím ti: Vstaň, vezmi si lôžko a choď domov!"" A on hneď pred ich očami vstal, vzal si lôžko a velebiac Boha odišiel domov. Všetkých sa zmocnil úžas, velebili Boha a plní bázne hovorili: ""Dnes sme videli obdivuhodné veci.""",,Ekumenický preklad,"Istého dňa, keď učil, sedeli okolo neho farizeji a učitelia Zákona, ktorí sa poschádzali zo všetkých galilejských a judských dedín i z Jeruzalema. Pánova moc bola s ním, aby uzdravoval. Vtom muži prinášali na nosidlách človeka, ktorý bol ochrnutý, a usilovali sa ho vniesť a položiť pred neho. Keď pre zástup nenašli spôsob, ako by ho vniesli, vystúpili na strechu a otvorom cez hlinenú povalu ho aj s nosidlami spustili do stredu pred Ježiša. Keď videl ich vieru, povedal: „Človeče, odpúšťajú sa ti hriechy.“ Zákonníci i farizeji začali uvažovať a hovorili si: „Kto je to, že sa takto rúha? Kto môže odpustiť hriechy okrem Boha?“ Ale Ježiš poznal ich myšlienky a povedal im: „Ako to zmýšľate vo svojich srdciach? Čo je ľahšie? Povedať: ‚Odpúšťajú sa ti hriechy‘ alebo povedať: ‚Vstaň a choď!‘? Aby ste však vedeli, že Syn človeka má na zemi moc odpúšťať hriechy,“ povedal ochrnutému: „Hovorím ti, vstaň, vezmi si lôžko a choď domov!“ Hneď sa pred nimi postavil, vzal svoje lôžko, velebil Boha a odišiel domov. Všetkých sa zmocnil úžas. Oslavovali Boha a naplnení bázňou si hovorili: „Dnes sme videli naozaj nezvyčajné veci.“",,,,,,,,,,,,,,2025-06-28T17:50:22.168217+00:00,2025-06-28T17:50:22.168217+00:00,N,14,,1,0
26,sk,Mt,18,Utorok po 2. adventnej nedeli,"Mt18,12-14",Katolícky preklad (SSV),"Utorok po 2. adventnej nedeli
Hlava
10.12.2024
Dátum
https://images.sk/images/N4BOM.png
URL obrázku
https://app.dpapp.sk/cloud/audio/2024/l/345.mp3
MP3 audio URL
https://images.sk/images/NDhgi.png
URL ikony zvuku
nechaj si aspoň 60 sekúnd tichej prípravy pred posvätným čítaním
silencio
naslúchaj tomuto textu tak, že budeš čítať pomaly a nahlas a opakuj si ho trikrát
lectio
Mt 18, 12-14
súradnice
Čo myslíte? Keby mal niekto sto oviec a jedna z nich by zablúdila, nenechá tých deväťdesiatdeväť na vrchoch a nepôjde hľadať tú, čo zablúdila? A keď sa mu ju podarí nájsť, veru, hovorím vám: Bude mať z nej väčšiu radosť ako z tých deväťdesiatich deviatich, čo nezablúdili. Tak ani váš Otec, ktorý je na nebesiach, nechce, aby zahynul čo len jediný z týchto maličkých.",,Jeruzalemská biblia,"Čo myslíte? Keby mal niekto sto oviec a jedna z nich by zablúdila, nenechá tých deväťdesiatdeväť na vrchoch a nepôjde hľadať tú, čo zablúdila? A keď sa mu ju podarí nájsť, veru, hovorím vám: Bude mať z nej väčšiu radosť ako z tých deväťdesiatich deviatich, čo nezablúdili. Tak ani váš Otec, ktorý je na nebesiach, nechce, aby zahynul čo len jediný z týchto najmenších.",,Ekumenický preklad,"Čo si myslíte: Keby mal niekto sto oviec a jedna z nich by zablúdila, či nenechá tých deväťdesiatdeväť na vrchoch a nepôjde hľadať tú, ktorá zablúdila? A ak sa mu ju podarí nájsť, amen, hovorím vám, bude sa z nej radovať viac ako z tých deväťdesiatich deviatich, čo nezablúdili. Takisto nie je vôľa vášho Otca v nebesiach, aby zahynul čo len jeden z týchto maličkých.",,,,,,,,,,,,,,2025-06-28T17:52:22.865713+00:00,2025-06-28T17:52:22.865713+00:00,N,15,,1,0
27,sk,Mt,11,Streda po 2. adventnej nedeli,"Mt11,28-30",Katolícky preklad (SSV),"Poďte ku mne všetci, ktorí sa namáhate a ste preťažení, a ja vás posilním. Vezmite na seba moje jarmo a učte sa odo mňa, lebo som tichý a pokorný srdcom; a nájdete odpočinok pre svoju dušu. Moje jarmo je príjemné a moje bremeno ľahké.""",,Jeruzalemská biblia,"Poďte ku mne všetci, ktorí sa namáhate a ste preťažení, a ja vám uľahčím. Vezmite na seba moje jarmo a učte sa odo mňa, lebo som tichý a pokorný srdcom; a nájdete uľahčenie pre svoje duše. Moje jarmo je príjemné a moje bremeno ľahké.""",,Ekumenický preklad,"Poďte ku mne všetci, ktorí sa namáhate a ste preťažení; ja vám dám odpočinúť. Vezmite na seba moje jarmo a učte sa odo mňa, lebo som tichý a pokorný srdcom, a nájdete odpočinutie pre svoje duše. Veď moje jarmo je príjemné a bremeno ľahké.“",,,,,,,,,,,,,,2025-06-28T17:56:56.841553+00:00,2025-06-28T17:56:56.841553+00:00,N,16,,1,0
28,sk,Mt,11,Štvrtok po 2. adventnej nedeli,"Mt11,11-15",Katolícky preklad (SSV),"Veru, hovorím vám: Medzi tými, čo sa narodili zo ženy, nepovstal nik väčší ako Ján Krstiteľ. Ale ten, kto je v nebeskom kráľovstve menší, je väčší ako on. Od dní Jána Krstiteľa podnes trpí nebeské kráľovstvo násilie a násilníci sa ho zmocňujú. Lebo všetci Proroci i Zákon prorokovali až po Jána. A on sám - ak to chcete prijať - je Eliáš, ktorý má prísť. Kto má uši, nech počúva!",,Jeruzalemská biblia,"Veru, hovorím vám: Medzi tými, čo sa narodili zo žien, nepovstal väčší ako Ján Krstiteľ. Ale kto je v nebeskom kráľovstve najmenší, je väčší ako on. Od dní Jána Krstiteľa podnes nebeské kráľovstvo trpí násilie a násilníci sa ho zmocňujú. Lebo všetci Proroci i Zákon prorokovali až po Jána. Ale on sám – ak to chcete prijať – je Eliáš, ktorý má znovu prísť. Kto má uši, nech počúva!",,Ekumenický preklad,"Amen, hovorím vám: Medzi narodenými zo ženy nepovstal nikto väčší ako Ján Krstiteľ. Ale aj ten najmenší v nebeskom kráľovstve je väčší ako on. Od dní Jána Krstiteľa až doteraz nebeské kráľovstvo trpí násilie a násilníci sa ho zmocňujú. Veď všetci Proroci i Zákon prorokovali až po Jána. A ak to chcete prijať: On je Eliáš, ktorý má prísť. Kto má uši, nech počúva!",,,,,,,,,,,,,,2025-06-28T17:57:47.568394+00:00,2025-06-28T17:57:47.568394+00:00,N,17,,1,0
29,sk,Mt,11,Piatok po 2. adventnej nedeli,"Mt11,16-19",Katolícky preklad (SSV),"Komuže prirovnám toto pokolenie? Podobá sa deťom, čo vysedávajú na námestí a pokrikujú na svojich druhov: “Pískali sme vám, a netancovali ste; nariekali sme, a neplakali ste.” Prišiel Ján, nejedol a nepil, a hovoria: “Je posadnutý zlým duchom.” Prišiel Syn človeka, je a pije, a hovoria: “Hľa, pažravec a pijan, priateľ mýtnikov a hriešnikov!” No múdrosť ospravedlňujú jej skutky.""",,Jeruzalemská biblia,"Ku komu prirovnám toto pokolenie? Podobá sa deťom, sediacim na námestí a kričiacim na kamarátov: Pískali sme vám, a netancovali ste! Spievali sme vám pieseň pohrebnú, a v prsia ste sa nebili! Prišiel Ján, nejedol a nepil a hovoria: ‚Je posadnutý zlým duchom.‘ Prišiel Syn človeka, je a pije a hovoria: ‚Pozrite, žráč a pijan, priateľ mýtnikov a hriešnikov!‘ Ale Božiu múdrosť dokazujú jej skutky.""",,Ekumenický preklad,"K čomu prirovnám toto pokolenie? Podobá sa deťom, ktoré sedia na námestiach a kričia jedny na druhé:
‚Pískali sme vám, a vy ste netancovali, nariekali sme, a vy ste nezalamovali rukami.‘ Prišiel Ján, ktorý ani nejedol, ani nepil, a hovoria: ‚Je posadnutý.‘ Prišiel Syn človeka, ktorý je a pije, a vravia: ‚Hľa, žráč a pijan vína, priateľ mýtnikov a hriešnikov.‘ Ospravedlnením múdrosti sa stali jej činy.“",,,,,,,,,,,,,,2025-06-28T17:58:58.886372+00:00,2025-06-28T17:58:58.886372+00:00,N,18,,1,0
30,sk,Mt,17,Sobota po 2. adventnej nedeli,"Mt17,10-13",Katolícky preklad (SSV),"Učeníci sa ho pýtali: ""Prečo teda zákonníci hovoria, že najprv musí prísť Eliáš?"" On odpovedal: ""Áno, Eliáš príde a všetko obnoví. Ba hovorím vám, že Eliáš už prišiel, no nespoznali ho a urobili s ním, čo chceli. Takisto bude od nich trpieť aj Syn človeka."" Vtedy učeníci pochopili, že im hovoril o Jánovi Krstiteľovi.",,Jeruzalemská biblia,"Učeníci sa ho pýtali: ""Prečo teda zákonníci hovoria, že najprv musí prísť Eliáš?"" On odpovedal: ""Áno, Eliáš príde a všetko obnoví. Ba hovorím vám, že Eliáš už prišiel, no nepoznali ho a urobili s ním, čo chceli. Tak bude od nich trpieť aj Syn človeka."" Vtedy učeníci pochopili, že im hovoril o Jánovi Krstiteľovi.",,Ekumenický preklad,"Učeníci sa ho opýtali: „Prečo teda zákonníci hovoria, že najprv musí prísť Eliáš?“ On odpovedal: „Naozaj, Eliáš príde a všetko obnoví. Ba, hovorím vám, že Eliáš už prišiel, a nespoznali ho, ale urobili s ním, čo chceli. Takisto bude od nich trpieť aj Syn človeka.“ Vtedy učeníci porozumeli, že im hovoril o Jánovi Krstiteľovi.",,,,,,,,,,,,,,2025-06-28T18:00:39.533929+00:00,2025-06-28T18:00:39.533929+00:00,N,19,,1,0
31,sk,Mt,11,3. adventná nedeľa,"Mt11,2-11",,,,,,,,,,,,,,,,,,,,,,2025-06-28T18:05:11.182888+00:00,2025-06-28T18:05:11.182888+00:00,A,20,,1,0
32,sk,Jn,1,3. adventná nedeľa,"Jn1,6-8.19-28",,,,,,,,,,,,,,,,,,,,,,2025-06-28T18:06:08.943721+00:00,2025-06-28T18:06:08.943721+00:00,B,21,,1,0
33,sk,Lk,3,3. adventná nedeľa,"Lk3,10-18",,,,,,,,,,,,,,,,,,,,,,2025-06-28T18:06:57.538827+00:00,2025-06-28T18:06:57.538827+00:00,C,22,,1,0
34,sk,Mt,21,Pondelok po 3. adventnej nedeli,"Mt21,23-27",Katolícky preklad (SSV),"Keď prišiel do chrámu a učil, pristúpili k nemu veľkňazi a starší ľudu a pýtali sa: ""Akou mocou toto robíš? A kto ti dal túto moc?"" Ježiš im povedal: ""Aj ja sa vás na niečo spýtam. Ak mi odpoviete, i ja vám poviem, akou mocou toto robím. Odkiaľ bol Jánov krst? Z neba, či od ľudí?"" Oni rozmýšľali a hovorili si: ""Ak povieme: “Z neba,” povie nám: “Prečo ste mu teda neuverili?” Ale ak povieme: “Od ľudí,” máme sa čo obávať zástupu, lebo Jána pokladajú všetci za proroka."" Odpovedali teda Ježišovi: ""Nevieme."" A on im odvetil: ""Ani ja vám nepoviem, akou mocou toto robím."" ",,Jeruzalemská biblia,"Keď prišiel do Chrámu a učil, pristúpili k nemu veľkňazi a starší ľudu a pýtali sa: ""Akou mocou to robíš? A kto ti dal túto moc?"" Ježiš im povedal: ""Aj ja sa vás na niečo spýtam. Ak mi odpoviete, i ja vám poviem, akou mocou toto robím. Odkiaľ bol Jánov krst? Z Neba, či od ľudí?"" Oni rozmýšľali a hovorili si: ""Ak povieme: ‚Z Neba,‘ povie nám: ‚Prečo ste mu teda neuverili?‘ Ale ak povieme: ‚Od ľudí,‘ máme sa čo obávať zástupu, lebo Jána všetci pokladajú za proroka."" Odpovedali teda Ježišovi: ""Nevieme."" A on im odvetil: ""Ani ja vám nepoviem, akou mocou toto robím.""",,Ekumenický preklad,"Keď prišiel do chrámu a učil, pristúpili k nemu veľkňazi a starší ľudu a pýtali sa: „Akou mocou toto robíš a kto ti dal túto moc?“ Ježiš im odpovedal: „Aj ja sa vás opýtam na jednu vec. Ak mi na to odpoviete, aj ja vám poviem, akou mocou to robím. Odkiaľ bol Jánov krst? Z neba, či od ľudí?“ Oni medzi sebou uvažovali: „Ak povieme, že z neba, povie nám: ‚Prečo ste mu teda neuverili?‘ Ale ak povieme, že od ľudí, musíme sa báť zástupu, lebo Jána všetci pokladajú za proroka.“ Odpovedali teda Ježišovi: „Nevieme.“ Tu im povedal: „Ani ja vám nepoviem, akou mocou toto robím.",,,,,,,,,,,,,,2025-06-28T18:07:52.841987+00:00,2025-06-28T18:07:52.841987+00:00,N,23,,1,0
35,sk,Mt,21,Utorok po 3. adventnej nedeli,"Mt21,28-32",,,,,,,,,,,,,,,,,,,,,,2025-06-28T18:08:41.689671+00:00,2025-06-28T18:08:41.689671+00:00,N,24,,1,0
36,sk,Lk,7,Streda po 3. adventnej nedeli,"Lk7,19-23",Katolícky preklad (SSV),"Ján si zavolal dvoch zo svojich učeníkov a poslal ich k Pánovi s otázkou: ""Ty si ten, ktorý má prísť, alebo máme čakať iného?"" Keď muži k nemu prišli, povedali: ""Poslal nás k tebe Ján Krstiteľ a pýta sa: “Ty si ten, ktorý má prísť, alebo máme čakať iného?” Práve v tú hodinu uzdravil mnohých z neduhov, chorôb a od zlých duchov a mnohým slepým daroval zrak. A tak im odpovedal: ""Choďte a oznámte Jánovi, čo ste videli a počuli: Slepí vidia, chromí chodia, malomocní sú čistí, hluchí počujú, mŕtvi vstávajú a chudobným sa hlása evanjelium. A blahoslavený je, kto sa na mne nepohorší.""",,Jeruzalemská biblia,"Ján si zavolal dvoch zo svojich učeníkov a poslal ich k Pánovi s otázkou: ""Ty si ten, ktorý má prísť, alebo máme čakať iného?"" Keď tí mužovia prišli k nemu, povedali: ""Ján Krstiteľ nás poslal k tebe a pýta sa: ‚Ty si ten, ktorý má prísť, alebo máme čakať iného?‘"" Práve v tú hodinu uzdravil mnohých z neduhov, chorôb a od zlých duchov a mnohým slepým vrátil zrak. A tak im odpovedal: ""Choďte a oznámte Jánovi, čo ste videli a počuli: slepí vidia, chromí chodia, malomocní sa očisťujú, hluchí počujú, mŕtvi vstávajú a chudobným sa hlása evanjelium. A šťastný je ten, kto sa na mne nepohorší.""",,Ekumenický preklad,"Ján si zavolal dvoch zo svojich učeníkov a poslal ich k Pánovi s otázkou: ""Ty si ten, ktorý má prísť, alebo máme čakať iného?"" Keď tí mužovia prišli k nemu, povedali: ""Ján Krstiteľ nás poslal k tebe a pýta sa: ‚Ty si ten, ktorý má prísť, alebo máme čakať iného?‘"" Práve v tú hodinu uzdravil mnohých z neduhov, chorôb a od zlých duchov a mnohým slepým vrátil zrak. A tak im odpovedal: ""Choďte a oznámte Jánovi, čo ste videli a počuli: slepí vidia, chromí chodia, malomocní sa očisťujú, hluchí počujú, mŕtvi vstávajú a chudobným sa hlása evanjelium. A šťastný je ten, kto sa na mne nepohorší.""",,,,,,,,,,,,,,2025-06-28T18:10:17.808337+00:00,2025-06-28T18:10:17.808337+00:00,N,25,,1,0
37,sk,Lk,7,Štvrtok po 3. adventnej nedeli,"Lk7,24-30",Katolícky preklad (SSV),"Keď Jánovi poslovia odišli, začal hovoriť zástupom o Jánovi: ""Čo ste vyšli na púšť vidieť? Trstinu zmietanú vetrom?  Alebo čo ste vyšli vidieť? Človeka oblečeného do jemných šiat? Veď tí, čo sa skvostne obliekajú a žijú v rozkošiach, bývajú v kráľovských domoch. Teda čo ste vyšli vidieť? Proroka? Áno, hovorím vám, viac ako proroka. Lebo to o ňom je napísané: “Hľa, posielam svojho posla pred tvojou tvárou a on pripraví cestu pred tebou.” Hovorím vám: Medzi tými, čo sa narodili zo ženy, nie je nik väčší ako Ján. Ale ten, kto je v Božom kráľovstve menší, je väčší ako on."" A všetok ľud, čo ho počúval, ba aj mýtnici uznali Božiu spravodlivosť, keď sa dali pokrstiť Jánovým krstom. Ale farizeji a zákonníci zmarili v sebe Boží úmysel, lebo sa mu nedali pokrstiť.",,Jeruzalemská biblia,"Keď Jánovi poslovia odišli, začal hovoriť zástupom o Jánovi: ""Čo ste vyšli na púšť vidieť? Trstinu zmietanú vetrom? Alebo čo ste vyšli vidieť? Človeka oblečeného do jemných šiat? Veď tí, čo sa skvostne obliekajú a žijú v rozkošiach, bývajú v kráľovských palácoch. Teda čo ste vyšli vidieť? Proroka? Áno, hovorím vám, viac ako proroka. Lebo to je o ňom napísané: Pozri, posielam svojho posla pred tebou, aby pripravil cestu pred tebou. Hovorím vám: Medzi tými, čo sa narodili zo žien, nie je nik väčší ako Ján. A predsa ten, kto je v Božom kráľovstve najmenší, je väčší ako on."" A všetok ľud, čo ho počúval, ba aj mýtnici, uznali Božiu spravodlivosť a dali sa pokrstiť Jánovým krstom. Ale farizeji a znalci Zákona odmietli jeho krst, a tým zmarili Boží úmysel s nimi.",,Ekumenický preklad,"Keď Jánovi poslovia odišli, Ježiš začal zástupom hovoriť o Jánovi: „Čo ste vyšli na púšť vidieť? Trstinu zmietanú vetrom? Alebo čo ste vyšli vidieť? Človeka oblečeného do jemných šiat? Veď takí, čo sa skvostne obliekajú a žijú v prepychu, bývajú v kráľovských palácoch. Alebo čo ste vyšli vidieť? Proroka? Veru, hovorím vám, viac ako proroka. Veď o ňom je napísané: Hľa, posielam svojho posla pred tvojou tvárou, ktorý pripraví cestu pred tebou. Hovorím vám, že medzi tými, čo sa narodili zo ženy, nie je nikto väčší ako Ján. Ale aj ten najmenší v Božom kráľovstve je väčší ako on. A všetok ľud, čo ho počúval, dokonca aj mýtnici, uznali Božiu spravodlivosť, keď prijali Jánov krst. Ale farizeji a zákonníci odmietli Boží zámer, keď neprijali jeho krst.",,,,,,,,,,,,,,2025-06-28T18:11:30.510769+00:00,2025-06-28T18:11:30.510769+00:00,N,26,,1,0
38,sk,Jn,5,Piatok po 3. adventnej nedeli,"Jn5,33-36",Katolícky preklad (SSV),"Vy ste poslali k Jánovi a on vydal svedectvo pravde. Lenže ja neprijímam svedectvo od človeka, ale toto hovorím preto, aby ste vy boli spasení. On bol lampa, ktorá horí a svieti, a vy ste sa chceli chvíľu veseliť v jeho svetle. Ja mám väčšie svedectvo, ako je Jánovo: skutky, ktoré mi dal vykonať Otec. Tieto skutky, ktoré konám, svedčia o mne, že ma poslal Otec.",,Jeruzalemská biblia," Vy ste poslali k Jánovi a on vydal svedectvo pravde. Lenže ja neprijímam svedectvo od človeka, ale toto hovorím preto, aby ste vy boli spasení. Ján bol lampa, ktorá horí a svieti, a vy ste sa chceli chvíľu veseliť v jej svetle. Ja mám väčšie svedectvo, ako je Jánovo: skutky, ktoré mi dal vykonať Otec. Tie skutky, ktoré konám, svedčia o mne, že ma poslal Otec.",,Ekumenický preklad,"Vy ste poslali k Jánovi a on vydal svedectvo pravde. Ja však neprijímam svedectvo od človeka, ale toto hovorím preto, aby ste boli spasení. On bol lampou, ktorá horela a svietila, a vy ste sa chceli chvíľu veseliť pri jej svetle. Ja však mám väčšie svedectvo, ako je Jánovo, totiž skutky, ktoré mi dal Otec, aby som ich vykonal. Samy skutky, ktoré konám, svedčia o mne, že ma poslal Otec.",,,,,,,,,,,,,,2025-06-28T18:12:11.424361+00:00,2025-06-28T18:12:11.424361+00:00,N,27,,1,0
